Date;Région;Filière;Valeur (TWh)
2019-05;"Île-de-France";"Consommation brute";5,331552397961
2019-06;"Île-de-France";"Consommation brute";4,782282382742
2019-07;"Île-de-France";"Consommation brute";4,785006604832
2019-08;"Île-de-France";"Consommation brute";4,233721301133
2019-09;"Île-de-France";"Consommation brute";4,576007469231
2019-10;"Île-de-France";"Consommation brute";5,603563673168
2019-11;"Île-de-France";"Consommation brute";6,804428809501
2019-12;"Île-de-France";"Consommation brute";7,291337830462
2020-01;"Île-de-France";"Consommation brute";7,638473793565
2020-02;"Île-de-France";"Consommation brute";6,517914508261
2020-03;"Île-de-France";"Consommation brute";6,275082461945
2020-04;"Île-de-France";"Consommation brute";4,324764241993
2020-05;"Île-de-France";"Consommation brute";4,440913887289
2020-06;"Île-de-France";"Consommation brute";4,454863709309
2020-07;"Île-de-France";"Consommation brute";4,458483190023
2020-08;"Île-de-France";"Consommation brute";4,355876981239
2020-09;"Île-de-France";"Consommation brute";4,64761010532
2020-10;"Île-de-France";"Consommation brute";5,682384388673
2020-11;"Île-de-France";"Consommation brute";5,952101942502
2020-12;"Île-de-France";"Consommation brute";7,075860994839
2021-01;"Île-de-France";"Consommation brute";7,894660985149
2021-02;"Île-de-France";"Consommation brute";6,496759011829
2021-03;"Île-de-France";"Consommation brute";6,556546042493
2021-04;"Île-de-France";"Consommation brute";5,625495527077
2021-05;"Île-de-France";"Consommation brute";5,158802513339
2021-06;"Île-de-France";"Consommation brute";4,566871084086
2021-07;"Île-de-France";"Consommation brute";4,457590750126
2021-08;"Île-de-France";"Consommation brute";4,074933327821
2021-09;"Île-de-France";"Consommation brute";4,598588075455
2021-10;"Île-de-France";"Consommation brute";5,542574077391
2021-11;"Île-de-France";"Consommation brute";6,835150159621
2021-12;"Île-de-France";"Consommation brute";7,370482390259
2022-01;"Île-de-France";"Consommation brute";7,839904402637
2022-02;"Île-de-France";"Consommation brute";6,510810609496
2022-03;"Île-de-France";"Consommation brute";6,361529771298
2022-04;"Île-de-France";"Consommation brute";5,550400092529
2022-05;"Île-de-France";"Consommation brute";4,749440457491
2022-06;"Île-de-France";"Consommation brute";4,569813021554
2022-07;"Île-de-France";"Consommation brute";4,511905661366
2022-08;"Île-de-France";"Consommation brute";4,24382224921
2022-09;"Île-de-France";"Consommation brute";4,525384756295
2022-10;"Île-de-France";"Consommation brute";4,798617482425
2022-11;"Île-de-France";"Consommation brute";5,651565379986
2022-12;"Île-de-France";"Consommation brute";7,219788354368
2023-01;"Île-de-France";"Consommation brute";7,028874770921
2023-02;"Île-de-France";"Consommation brute";6,115082337968
2023-03;"Île-de-France";"Consommation brute";6,178266917075
2023-04;"Île-de-France";"Consommation brute";5,330384917182
2023-05;"Île-de-France";"Consommation brute";4,567533994539
2023-06;"Île-de-France";"Consommation brute";4,426071402819
2023-07;"Île-de-France";"Consommation brute";4,232888388744
2023-08;"Île-de-France";"Consommation brute";3,981308461361
2023-09;"Île-de-France";"Consommation brute";4,327829020293
2023-10;"Île-de-France";"Consommation brute";4,729351345487
2023-11;"Île-de-France";"Consommation brute";5,759831822377
2023-12;"Île-de-France";"Consommation brute";6,503238630061
2024-01;"Île-de-France";"Consommation brute";7,542817770454
2024-02;"Île-de-France";"Consommation brute";5,88162398574
2024-03;"Île-de-France";"Consommation brute";5,88788288192
2024-04;"Île-de-France";"Consommation brute";5,145315321162
2024-05;"Île-de-France";"Consommation brute";4,597493540316
2024-06;"Île-de-France";"Consommation brute";4,360624717875
2024-07;"Île-de-France";"Consommation brute";4,408955460877
2024-08;"Île-de-France";"Consommation brute";4,169199404003
2024-09;"Île-de-France";"Consommation brute";4,42719349219
2024-10;"Île-de-France";"Consommation brute";5,12672944104
2024-11;"Île-de-France";"Consommation brute";6,139774311905
2024-12;"Île-de-France";"Consommation brute";7,022212108914
2025-01;"Île-de-France";"Consommation brute";7,674425034804
2025-02;"Île-de-France";"Consommation brute";6,577292526821
2025-03;"Île-de-France";"Consommation brute";6,108428637493
2025-04;"Île-de-France";"Consommation brute";4,863720166117
2025-05;"Île-de-France";"Consommation brute";4,587566118419
2025-06;"Île-de-France";"Consommation brute";4,5924545241
2025-07;"Île-de-France";"Consommation brute";4,511129651912
2025-08;"Île-de-France";"Consommation brute";4,103711520727
2025-09;"Île-de-France";"Consommation brute";4,481917129517
2025-10;"Île-de-France";"Consommation brute";5,264320036681
2014-01;"Centre-Val de Loire";"Consommation brute";1,921951262999
2014-02;"Centre-Val de Loire";"Consommation brute";1,738528492334
2014-03;"Centre-Val de Loire";"Consommation brute";1,659474395999
2014-04;"Centre-Val de Loire";"Consommation brute";1,421900078667
2014-05;"Centre-Val de Loire";"Consommation brute";1,292989312
2014-06;"Centre-Val de Loire";"Consommation brute";1,184897289335
2014-07;"Centre-Val de Loire";"Consommation brute";1,237245376664
2014-08;"Centre-Val de Loire";"Consommation brute";1,118510609
2014-09;"Centre-Val de Loire";"Consommation brute";1,231916071833
2014-10;"Centre-Val de Loire";"Consommation brute";1,381932456334
2014-11;"Centre-Val de Loire";"Consommation brute";1,562206495833
2014-12;"Centre-Val de Loire";"Consommation brute";1,997626050832
2015-01;"Centre-Val de Loire";"Consommation brute";2,062875003503
2015-02;"Centre-Val de Loire";"Consommation brute";1,927675006668
2015-03;"Centre-Val de Loire";"Consommation brute";1,778663611501
2015-04;"Centre-Val de Loire";"Consommation brute";1,374079240498
2015-05;"Centre-Val de Loire";"Consommation brute";1,254473735499
2015-06;"Centre-Val de Loire";"Consommation brute";1,305218576666
2015-07;"Centre-Val de Loire";"Consommation brute";1,317255084
2015-08;"Centre-Val de Loire";"Consommation brute";1,170405998167
2015-09;"Centre-Val de Loire";"Consommation brute";1,250511643833
2015-10;"Centre-Val de Loire";"Consommation brute";1,464549674999
2015-11;"Centre-Val de Loire";"Consommation brute";1,530789545332
2015-12;"Centre-Val de Loire";"Consommation brute";1,712027037
2016-01;"Centre-Val de Loire";"Consommation brute";1,961040091503
2016-02;"Centre-Val de Loire";"Consommation brute";1,844492159001
2016-03;"Centre-Val de Loire";"Consommation brute";1,851925994173
2016-04;"Centre-Val de Loire";"Consommation brute";1,489851127334
2016-05;"Centre-Val de Loire";"Consommation brute";1,278292854
2016-06;"Centre-Val de Loire";"Consommation brute";1,179670502166
2016-07;"Centre-Val de Loire";"Consommation brute";1,213518002
2016-08;"Centre-Val de Loire";"Consommation brute";1,185583122
2016-09;"Centre-Val de Loire";"Consommation brute";1,196084050499
2016-10;"Centre-Val de Loire";"Consommation brute";1,458292282835
2016-11;"Centre-Val de Loire";"Consommation brute";1,731226292335
2016-12;"Centre-Val de Loire";"Consommation brute";2,028967012833
2017-01;"Centre-Val de Loire";"Consommation brute";2,293724106831
2017-02;"Centre-Val de Loire";"Consommation brute";1,722467840832
2017-03;"Centre-Val de Loire";"Consommation brute";1,67955468033
2017-04;"Centre-Val de Loire";"Consommation brute";1,433575557834
2017-05;"Centre-Val de Loire";"Consommation brute";1,283067990333
2017-06;"Centre-Val de Loire";"Consommation brute";1,254512465834
2017-07;"Centre-Val de Loire";"Consommation brute";1,260940376001
2017-08;"Centre-Val de Loire";"Consommation brute";1,172800553
2017-09;"Centre-Val de Loire";"Consommation brute";1,200203020499
2017-10;"Centre-Val de Loire";"Consommation brute";1,364136645998
2017-11;"Centre-Val de Loire";"Consommation brute";1,744734893008
2017-12;"Centre-Val de Loire";"Consommation brute";2,006160802168
2018-01;"Centre-Val de Loire";"Consommation brute";1,886715099168
2018-02;"Centre-Val de Loire";"Consommation brute";2,0092972105
2018-03;"Centre-Val de Loire";"Consommation brute";1,853226907834
2018-04;"Centre-Val de Loire";"Consommation brute";1,326256075667
2018-05;"Centre-Val de Loire";"Consommation brute";1,225702743333
2018-06;"Centre-Val de Loire";"Consommation brute";1,190405113334
2018-07;"Centre-Val de Loire";"Consommation brute";1,270887265
2018-08;"Centre-Val de Loire";"Consommation brute";1,2248805075
2018-09;"Centre-Val de Loire";"Consommation brute";1,187612561837
2018-10;"Centre-Val de Loire";"Consommation brute";1,363029046002
2018-11;"Centre-Val de Loire";"Consommation brute";1,679962179494
2018-12;"Centre-Val de Loire";"Consommation brute";1,902268555162
2019-01;"Centre-Val de Loire";"Consommation brute";2,17067627333
2019-02;"Centre-Val de Loire";"Consommation brute";1,76570502984
2019-03;"Centre-Val de Loire";"Consommation brute";1,710023064335
2019-04;"Centre-Val de Loire";"Consommation brute";1,425556253834
2019-05;"Centre-Val de Loire";"Consommation brute";1,317226594166
2019-06;"Centre-Val de Loire";"Consommation brute";1,195222987
2019-07;"Centre-Val de Loire";"Consommation brute";1,304120544665
2019-08;"Centre-Val de Loire";"Consommation brute";1,205784671002
2019-09;"Centre-Val de Loire";"Consommation brute";1,22358370683
2019-10;"Centre-Val de Loire";"Consommation brute";1,363022513004
2019-11;"Centre-Val de Loire";"Consommation brute";1,685477603995
2019-12;"Centre-Val de Loire";"Consommation brute";1,828099140497
2020-01;"Centre-Val de Loire";"Consommation brute";1,952915976828
2020-02;"Centre-Val de Loire";"Consommation brute";1,754317421167
2020-03;"Centre-Val de Loire";"Consommation brute";1,652118828169
2020-04;"Centre-Val de Loire";"Consommation brute";1,211856618
2020-05;"Centre-Val de Loire";"Consommation brute";1,177256852332
2020-06;"Centre-Val de Loire";"Consommation brute";1,140527086334
2020-07;"Centre-Val de Loire";"Consommation brute";1,250313281834
2020-08;"Centre-Val de Loire";"Consommation brute";1,167400715501
2020-09;"Centre-Val de Loire";"Consommation brute";1,190972398497
2020-10;"Centre-Val de Loire";"Consommation brute";1,4859530765
2020-11;"Centre-Val de Loire";"Consommation brute";1,596929908988
2020-12;"Centre-Val de Loire";"Consommation brute";1,936769816561
2021-01;"Centre-Val de Loire";"Consommation brute";2,09459027517
2021-02;"Centre-Val de Loire";"Consommation brute";1,793506502502
2021-03;"Centre-Val de Loire";"Consommation brute";1,755587959507
2021-04;"Centre-Val de Loire";"Consommation brute";1,452319007668
2021-05;"Centre-Val de Loire";"Consommation brute";1,314927756999
2021-06;"Centre-Val de Loire";"Consommation brute";1,128751350665
2021-07;"Centre-Val de Loire";"Consommation brute";1,180037401664
2021-08;"Centre-Val de Loire";"Consommation brute";1,212814942
2021-09;"Centre-Val de Loire";"Consommation brute";1,168901660503
2021-10;"Centre-Val de Loire";"Consommation brute";1,375420661164
2021-11;"Centre-Val de Loire";"Consommation brute";1,768758471167
2021-12;"Centre-Val de Loire";"Consommation brute";1,949309526503
2022-01;"Centre-Val de Loire";"Consommation brute";2,16996722205
2022-02;"Centre-Val de Loire";"Consommation brute";1,70583629091
2022-03;"Centre-Val de Loire";"Consommation brute";1,65266270067
2022-04;"Centre-Val de Loire";"Consommation brute";1,415098124436
2022-05;"Centre-Val de Loire";"Consommation brute";1,269394776183
2022-06;"Centre-Val de Loire";"Consommation brute";1,184669940602
2022-07;"Centre-Val de Loire";"Consommation brute";1,245259645912
2022-08;"Centre-Val de Loire";"Consommation brute";1,167477945966
2022-09;"Centre-Val de Loire";"Consommation brute";1,162248917753
2022-10;"Centre-Val de Loire";"Consommation brute";1,21888882987
2022-11;"Centre-Val de Loire";"Consommation brute";1,456202549482
2022-12;"Centre-Val de Loire";"Consommation brute";1,879199303798
2023-01;"Centre-Val de Loire";"Consommation brute";1,888886166704
2023-02;"Centre-Val de Loire";"Consommation brute";1,701032569586
2023-03;"Centre-Val de Loire";"Consommation brute";1,659233343909
2023-04;"Centre-Val de Loire";"Consommation brute";1,409851390687
2023-05;"Centre-Val de Loire";"Consommation brute";1,215665360196
2023-06;"Centre-Val de Loire";"Consommation brute";1,168482065356
2023-07;"Centre-Val de Loire";"Consommation brute";1,197222864085
2023-08;"Centre-Val de Loire";"Consommation brute";1,109431529536
2023-09;"Centre-Val de Loire";"Consommation brute";1,156392195592
2023-10;"Centre-Val de Loire";"Consommation brute";1,304443663392
2023-11;"Centre-Val de Loire";"Consommation brute";1,668504891123
2023-12;"Centre-Val de Loire";"Consommation brute";1,810515341944
2024-01;"Centre-Val de Loire";"Consommation brute";2,053902956217
2024-02;"Centre-Val de Loire";"Consommation brute";1,650290492898
2024-03;"Centre-Val de Loire";"Consommation brute";1,658367930654
2024-04;"Centre-Val de Loire";"Consommation brute";1,404912298872
2024-05;"Centre-Val de Loire";"Consommation brute";1,264801245751
2024-06;"Centre-Val de Loire";"Consommation brute";1,222687225531
2024-07;"Centre-Val de Loire";"Consommation brute";1,2051460268
2024-08;"Centre-Val de Loire";"Consommation brute";1,124799527067
2024-09;"Centre-Val de Loire";"Consommation brute";1,190258465999
2024-10;"Centre-Val de Loire";"Consommation brute";1,377899385216
2024-11;"Centre-Val de Loire";"Consommation brute";1,633217102945
2024-12;"Centre-Val de Loire";"Consommation brute";1,877200223778
2025-01;"Centre-Val de Loire";"Consommation brute";2,112861507608
2025-02;"Centre-Val de Loire";"Consommation brute";1,782876743797
2025-03;"Centre-Val de Loire";"Consommation brute";1,674989659974
2025-04;"Centre-Val de Loire";"Consommation brute";1,286192743526
2025-05;"Centre-Val de Loire";"Consommation brute";1,222476327807
2025-06;"Centre-Val de Loire";"Consommation brute";1,187750226248
2025-07;"Centre-Val de Loire";"Consommation brute";1,200314095246
2025-08;"Centre-Val de Loire";"Consommation brute";1,160499188294
2025-09;"Centre-Val de Loire";"Consommation brute";1,213020763618
2025-10;"Centre-Val de Loire";"Consommation brute";1,374798605191
2014-01;"Bourgogne-Franche-Comté";"Consommation brute";2,183144671166
2014-02;"Bourgogne-Franche-Comté";"Consommation brute";1,964025127001
2014-03;"Bourgogne-Franche-Comté";"Consommation brute";1,911655800002
2014-04;"Bourgogne-Franche-Comté";"Consommation brute";1,645760127667
2014-05;"Bourgogne-Franche-Comté";"Consommation brute";1,590099664335
2014-06;"Bourgogne-Franche-Comté";"Consommation brute";1,4673008575
2014-07;"Bourgogne-Franche-Comté";"Consommation brute";1,52317156283
2014-08;"Bourgogne-Franche-Comté";"Consommation brute";1,312296068669
2014-09;"Bourgogne-Franche-Comté";"Consommation brute";1,501301691665
2014-10;"Bourgogne-Franche-Comté";"Consommation brute";1,691806776335
2014-11;"Bourgogne-Franche-Comté";"Consommation brute";1,833021540499
2014-12;"Bourgogne-Franche-Comté";"Consommation brute";2,088162295666
2015-01;"Bourgogne-Franche-Comté";"Consommation brute";2,165234474338
2015-02;"Bourgogne-Franche-Comté";"Consommation brute";2,026573503499
2015-03;"Bourgogne-Franche-Comté";"Consommation brute";1,837213705503
2015-04;"Bourgogne-Franche-Comté";"Consommation brute";1,695488343
2015-05;"Bourgogne-Franche-Comté";"Consommation brute";1,521504434667
2015-06;"Bourgogne-Franche-Comté";"Consommation brute";1,342493502997
2015-07;"Bourgogne-Franche-Comté";"Consommation brute";1,551892220334
2015-08;"Bourgogne-Franche-Comté";"Consommation brute";1,361722466162
2015-09;"Bourgogne-Franche-Comté";"Consommation brute";1,5481806145
2015-10;"Bourgogne-Franche-Comté";"Consommation brute";1,804449966002
2015-11;"Bourgogne-Franche-Comté";"Consommation brute";1,897474923998
2015-12;"Bourgogne-Franche-Comté";"Consommation brute";2,061249854669
2016-01;"Bourgogne-Franche-Comté";"Consommation brute";2,224979033335
2016-02;"Bourgogne-Franche-Comté";"Consommation brute";2,068281299169
2016-03;"Bourgogne-Franche-Comté";"Consommation brute";2,117385815502
2016-04;"Bourgogne-Franche-Comté";"Consommation brute";1,734668203667
2016-05;"Bourgogne-Franche-Comté";"Consommation brute";1,602747622164
2016-06;"Bourgogne-Franche-Comté";"Consommation brute";1,501040581163
2016-07;"Bourgogne-Franche-Comté";"Consommation brute";1,495741976833
2016-08;"Bourgogne-Franche-Comté";"Consommation brute";1,399692937333
2016-09;"Bourgogne-Franche-Comté";"Consommation brute";1,525224015164
2016-10;"Bourgogne-Franche-Comté";"Consommation brute";1,793666483834
2016-11;"Bourgogne-Franche-Comté";"Consommation brute";2,032994668171
2016-12;"Bourgogne-Franche-Comté";"Consommation brute";2,322124499658
2017-01;"Bourgogne-Franche-Comté";"Consommation brute";2,594042422497
2017-02;"Bourgogne-Franche-Comté";"Consommation brute";1,975783667664
2017-03;"Bourgogne-Franche-Comté";"Consommation brute";1,913107905335
2017-04;"Bourgogne-Franche-Comté";"Consommation brute";1,680219917833
2017-05;"Bourgogne-Franche-Comté";"Consommation brute";1,631147414665
2017-06;"Bourgogne-Franche-Comté";"Consommation brute";1,5098767345
2017-07;"Bourgogne-Franche-Comté";"Consommation brute";1,529643851998
2017-08;"Bourgogne-Franche-Comté";"Consommation brute";1,373088562001
2017-09;"Bourgogne-Franche-Comté";"Consommation brute";1,540941376334
2017-10;"Bourgogne-Franche-Comté";"Consommation brute";1,732430191003
2017-11;"Bourgogne-Franche-Comté";"Consommation brute";2,067934014335
2017-12;"Bourgogne-Franche-Comté";"Consommation brute";2,291822184837
2018-01;"Bourgogne-Franche-Comté";"Consommation brute";2,152163834333
2018-02;"Bourgogne-Franche-Comté";"Consommation brute";2,212868551498
2018-03;"Bourgogne-Franche-Comté";"Consommation brute";2,166471487667
2018-04;"Bourgogne-Franche-Comté";"Consommation brute";1,623243092832
2018-05;"Bourgogne-Franche-Comté";"Consommation brute";1,556051487832
2018-06;"Bourgogne-Franche-Comté";"Consommation brute";1,496954974998
2018-07;"Bourgogne-Franche-Comté";"Consommation brute";1,5290768415
2018-08;"Bourgogne-Franche-Comté";"Consommation brute";1,407463307669
2018-09;"Bourgogne-Franche-Comté";"Consommation brute";1,476939581001
2018-10;"Bourgogne-Franche-Comté";"Consommation brute";1,692883622502
2018-11;"Bourgogne-Franche-Comté";"Consommation brute";1,952876287507
2018-12;"Bourgogne-Franche-Comté";"Consommation brute";2,075216298668
2019-01;"Bourgogne-Franche-Comté";"Consommation brute";2,391916213828
2019-02;"Bourgogne-Franche-Comté";"Consommation brute";1,970135928001
2019-03;"Bourgogne-Franche-Comté";"Consommation brute";1,980057538004
2019-04;"Bourgogne-Franche-Comté";"Consommation brute";1,725069138835
2019-05;"Bourgogne-Franche-Comté";"Consommation brute";1,675087444165
2019-06;"Bourgogne-Franche-Comté";"Consommation brute";1,490673603499
2019-07;"Bourgogne-Franche-Comté";"Consommation brute";1,542522962664
2019-08;"Bourgogne-Franche-Comté";"Consommation brute";1,322675035499
2019-09;"Bourgogne-Franche-Comté";"Consommation brute";1,474219737999
2019-10;"Bourgogne-Franche-Comté";"Consommation brute";1,6756800385
2019-11;"Bourgogne-Franche-Comté";"Consommation brute";1,926527058665
2019-12;"Bourgogne-Franche-Comté";"Consommation brute";2,028820375333
2020-01;"Bourgogne-Franche-Comté";"Consommation brute";2,184818611499
2020-02;"Bourgogne-Franche-Comté";"Consommation brute";1,929078203998
2020-03;"Bourgogne-Franche-Comté";"Consommation brute";1,80060001783
2020-04;"Bourgogne-Franche-Comté";"Consommation brute";1,385253026666
2020-05;"Bourgogne-Franche-Comté";"Consommation brute";1,459403572664
2020-06;"Bourgogne-Franche-Comté";"Consommation brute";1,39315510233
2020-07;"Bourgogne-Franche-Comté";"Consommation brute";1,450498991668
2020-08;"Bourgogne-Franche-Comté";"Consommation brute";1,364233504166
2020-09;"Bourgogne-Franche-Comté";"Consommation brute";1,471419154169
2020-10;"Bourgogne-Franche-Comté";"Consommation brute";1,777918560503
2020-11;"Bourgogne-Franche-Comté";"Consommation brute";1,792411289
2020-12;"Bourgogne-Franche-Comté";"Consommation brute";2,08320727167
2021-01;"Bourgogne-Franche-Comté";"Consommation brute";2,327785877501
2021-02;"Bourgogne-Franche-Comté";"Consommation brute";1,926755973497
2021-03;"Bourgogne-Franche-Comté";"Consommation brute";1,937480056664
2021-04;"Bourgogne-Franche-Comté";"Consommation brute";1,711943544172
2021-05;"Bourgogne-Franche-Comté";"Consommation brute";1,639257672165
2021-06;"Bourgogne-Franche-Comté";"Consommation brute";1,473981022835
2021-07;"Bourgogne-Franche-Comté";"Consommation brute";1,483412955832
2021-08;"Bourgogne-Franche-Comté";"Consommation brute";1,360579155668
2021-09;"Bourgogne-Franche-Comté";"Consommation brute";1,493398956998
2021-10;"Bourgogne-Franche-Comté";"Consommation brute";1,713014659
2021-11;"Bourgogne-Franche-Comté";"Consommation brute";2,019337252436
2021-12;"Bourgogne-Franche-Comté";"Consommation brute";2,21611080046
2022-01;"Bourgogne-Franche-Comté";"Consommation brute";2,323192708873
2022-02;"Bourgogne-Franche-Comté";"Consommation brute";1,944157040247
2022-03;"Bourgogne-Franche-Comté";"Consommation brute";1,881678250215
2022-04;"Bourgogne-Franche-Comté";"Consommation brute";1,628220003786
2022-05;"Bourgogne-Franche-Comté";"Consommation brute";1,425742857757
2022-06;"Bourgogne-Franche-Comté";"Consommation brute";1,397613237134
2022-07;"Bourgogne-Franche-Comté";"Consommation brute";1,420011775066
2022-08;"Bourgogne-Franche-Comté";"Consommation brute";1,303739012904
2022-09;"Bourgogne-Franche-Comté";"Consommation brute";1,432833830928
2022-10;"Bourgogne-Franche-Comté";"Consommation brute";1,494193551699
2022-11;"Bourgogne-Franche-Comté";"Consommation brute";1,681380771885
2022-12;"Bourgogne-Franche-Comté";"Consommation brute";1,98541660217
2023-01;"Bourgogne-Franche-Comté";"Consommation brute";2,047300684794
2023-02;"Bourgogne-Franche-Comté";"Consommation brute";1,853044050404
2023-03;"Bourgogne-Franche-Comté";"Consommation brute";1,840941982773
2023-04;"Bourgogne-Franche-Comté";"Consommation brute";1,614391009842
2023-05;"Bourgogne-Franche-Comté";"Consommation brute";1,427568435694
2023-06;"Bourgogne-Franche-Comté";"Consommation brute";1,355433554295
2023-07;"Bourgogne-Franche-Comté";"Consommation brute";1,411644623294
2023-08;"Bourgogne-Franche-Comté";"Consommation brute";1,300899686834
2023-09;"Bourgogne-Franche-Comté";"Consommation brute";1,37756849871
2023-10;"Bourgogne-Franche-Comté";"Consommation brute";1,526104498335
2023-11;"Bourgogne-Franche-Comté";"Consommation brute";1,807060054687
2023-12;"Bourgogne-Franche-Comté";"Consommation brute";1,993487760862
2024-01;"Bourgogne-Franche-Comté";"Consommation brute";2,21182485716
2024-02;"Bourgogne-Franche-Comté";"Consommation brute";1,787341937069
2024-03;"Bourgogne-Franche-Comté";"Consommation brute";1,737015681248
2024-04;"Bourgogne-Franche-Comté";"Consommation brute";1,591147201099
2024-05;"Bourgogne-Franche-Comté";"Consommation brute";1,417252741522
2024-06;"Bourgogne-Franche-Comté";"Consommation brute";1,370917890276
2024-07;"Bourgogne-Franche-Comté";"Consommation brute";1,409210736852
2024-08;"Bourgogne-Franche-Comté";"Consommation brute";1,287294282679
2024-09;"Bourgogne-Franche-Comté";"Consommation brute";1,38567081822
2024-10;"Bourgogne-Franche-Comté";"Consommation brute";1,528913355236
2024-11;"Bourgogne-Franche-Comté";"Consommation brute";1,76811122571
2024-12;"Bourgogne-Franche-Comté";"Consommation brute";2,064203435249
2025-01;"Bourgogne-Franche-Comté";"Consommation brute";2,173838872542
2025-02;"Bourgogne-Franche-Comté";"Consommation brute";1,870804454889
2025-03;"Bourgogne-Franche-Comté";"Consommation brute";1,747555476783
2025-04;"Bourgogne-Franche-Comté";"Consommation brute";1,445528176413
2025-05;"Bourgogne-Franche-Comté";"Consommation brute";1,359554723392
2025-06;"Bourgogne-Franche-Comté";"Consommation brute";1,354685005837
2025-07;"Bourgogne-Franche-Comté";"Consommation brute";1,416198738534
2025-08;"Bourgogne-Franche-Comté";"Consommation brute";1,26243196857
2025-09;"Bourgogne-Franche-Comté";"Consommation brute";1,423073696199
2025-10;"Bourgogne-Franche-Comté";"Consommation brute";1,758593561497
2014-01;"Normandie";"Consommation brute";2,892154194354
2014-02;"Normandie";"Consommation brute";2,621991790772
2014-03;"Normandie";"Consommation brute";2,554108818512
2014-04;"Normandie";"Consommation brute";2,191327450328
2014-05;"Normandie";"Consommation brute";2,065503793327
2014-06;"Normandie";"Consommation brute";1,880072428477
2014-07;"Normandie";"Consommation brute";1,927454285656
2014-08;"Normandie";"Consommation brute";1,837452187785
2014-09;"Normandie";"Consommation brute";1,919497939225
2014-10;"Normandie";"Consommation brute";2,181201950156
2014-11;"Normandie";"Consommation brute";2,466365310488
2014-12;"Normandie";"Consommation brute";2,957794220562
2015-01;"Normandie";"Consommation brute";3,069857745759
