Date;Région;Filière;Valeur (TWh)
2020-12;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,029693186
2021-01;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033254348
2021-02;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,032249757
2021-03;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,030096292
2021-04;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03305123
2021-05;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033066192
2021-06;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03134517
2021-07;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036470653
2021-08;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,02765147
2021-09;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,027699271
2021-10;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,034908155
2021-11;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036320165
2021-12;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035832939
2022-01;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037901153
2022-02;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035891091
2022-03;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,039220395
2022-04;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036027871
2022-05;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035487533
2022-06;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036884813
2022-07;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,039223726
2022-08;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037793271
2022-09;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033046155
2022-10;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036344912
2022-11;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037408985
2022-12;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037364162
2023-01;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035815671
2023-02;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03329855
2023-03;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037751153
2023-04;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037446614
2023-05;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03830449
2023-06;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035961652
2023-07;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,038876998
2023-08;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,038327887
2023-09;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,030736612
2023-10;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03496751
2023-11;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,034961856
2023-12;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037994446
2024-01;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,038646924
2024-02;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03394557
2024-03;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036380868
2024-04;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,032201804
2024-05;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033750893
2024-06;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,030120592
2024-07;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033193365
2024-08;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,033690727
2024-09;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,026701523
2024-10;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035063021
2024-11;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,03560552
2024-12;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037174649
2025-01;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,035312506
2025-02;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,031214677
2025-03;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,038583569
2025-04;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037109194
2025-05;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037381229
2025-06;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,034834704
2025-07;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,036000667
2025-08;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,037406006
2025-09;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,034403324
2025-10;Bourgogne-Franche-Comté;Thermique renouvelable et déchets;0,034699894
2014-01;Bourgogne-Franche-Comté;Energie produite;0,301053817
2014-02;Bourgogne-Franche-Comté;Energie produite;0,238388658
2014-03;Bourgogne-Franche-Comté;Energie produite;0,217771719
2014-04;Bourgogne-Franche-Comté;Energie produite;0,102608381
2014-05;Bourgogne-Franche-Comté;Energie produite;0,138290738
2014-06;Bourgogne-Franche-Comté;Energie produite;0,092652427
2014-07;Bourgogne-Franche-Comté;Energie produite;0,152626417
2014-08;Bourgogne-Franche-Comté;Energie produite;0,142628566
2014-09;Bourgogne-Franche-Comté;Energie produite;0,135833838
2014-10;Bourgogne-Franche-Comté;Energie produite;0,108502126
2014-11;Bourgogne-Franche-Comté;Energie produite;0,196594514
2014-12;Bourgogne-Franche-Comté;Energie produite;0,216180989
2015-01;Bourgogne-Franche-Comté;Energie produite;0,312231354
2015-02;Bourgogne-Franche-Comté;Energie produite;0,29060949
2015-03;Bourgogne-Franche-Comté;Energie produite;0,287762057
2015-04;Bourgogne-Franche-Comté;Energie produite;0,202931338
2015-05;Bourgogne-Franche-Comté;Energie produite;0,196227764
2015-06;Bourgogne-Franche-Comté;Energie produite;0,122163861
2015-07;Bourgogne-Franche-Comté;Energie produite;0,125442766
2015-08;Bourgogne-Franche-Comté;Energie produite;0,115140772
2015-09;Bourgogne-Franche-Comté;Energie produite;0,16494939
2015-10;Bourgogne-Franche-Comté;Energie produite;0,131973237
2015-11;Bourgogne-Franche-Comté;Energie produite;0,230967171
2015-12;Bourgogne-Franche-Comté;Energie produite;0,252757387
2016-01;Bourgogne-Franche-Comté;Energie produite;0,328937795
2016-02;Bourgogne-Franche-Comté;Energie produite;0,362773598
2016-03;Bourgogne-Franche-Comté;Energie produite;0,324780082
2016-04;Bourgogne-Franche-Comté;Energie produite;0,207430131
2016-05;Bourgogne-Franche-Comté;Energie produite;0,23498528
2016-06;Bourgogne-Franche-Comté;Energie produite;0,223775303
2016-07;Bourgogne-Franche-Comté;Energie produite;0,134411752
2016-08;Bourgogne-Franche-Comté;Energie produite;0,115687357
2016-09;Bourgogne-Franche-Comté;Energie produite;0,143060628
2016-10;Bourgogne-Franche-Comté;Energie produite;0,175569549
2016-11;Bourgogne-Franche-Comté;Energie produite;0,265139634
2016-12;Bourgogne-Franche-Comté;Energie produite;0,245042599
2017-01;Bourgogne-Franche-Comté;Energie produite;0,304139395
2017-02;Bourgogne-Franche-Comté;Energie produite;0,289766384
2017-03;Bourgogne-Franche-Comté;Energie produite;0,31930625
2017-04;Bourgogne-Franche-Comté;Energie produite;0,17438552
2017-05;Bourgogne-Franche-Comté;Energie produite;0,196388399
2017-06;Bourgogne-Franche-Comté;Energie produite;0,171288571
2017-07;Bourgogne-Franche-Comté;Energie produite;0,162865111
2017-08;Bourgogne-Franche-Comté;Energie produite;0,137076518
2017-09;Bourgogne-Franche-Comté;Energie produite;0,189205357
2017-10;Bourgogne-Franche-Comté;Energie produite;0,208519158
2017-11;Bourgogne-Franche-Comté;Energie produite;0,298690469
2017-12;Bourgogne-Franche-Comté;Energie produite;0,404521271
2018-01;Bourgogne-Franche-Comté;Energie produite;0,513084013
2018-02;Bourgogne-Franche-Comté;Energie produite;0,385471166
2018-03;Bourgogne-Franche-Comté;Energie produite;0,411022913
2018-04;Bourgogne-Franche-Comté;Energie produite;0,258335717
2018-05;Bourgogne-Franche-Comté;Energie produite;0,186005375
2018-06;Bourgogne-Franche-Comté;Energie produite;0,205673281
2018-07;Bourgogne-Franche-Comté;Energie produite;0,148421005
2018-08;Bourgogne-Franche-Comté;Energie produite;0,16493475
2018-09;Bourgogne-Franche-Comté;Energie produite;0,233191944
2018-10;Bourgogne-Franche-Comté;Energie produite;0,22992801
2018-11;Bourgogne-Franche-Comté;Energie produite;0,278656737
2018-12;Bourgogne-Franche-Comté;Energie produite;0,410329457
2019-01;Bourgogne-Franche-Comté;Energie produite;0,372499018
2019-02;Bourgogne-Franche-Comté;Energie produite;0,386178966
2019-03;Bourgogne-Franche-Comté;Energie produite;0,517819282
2019-04;Bourgogne-Franche-Comté;Energie produite;0,298831128
2019-05;Bourgogne-Franche-Comté;Energie produite;0,278451139
2019-06;Bourgogne-Franche-Comté;Energie produite;0,219525998
2019-07;Bourgogne-Franche-Comté;Energie produite;0,199987552
2019-08;Bourgogne-Franche-Comté;Energie produite;0,204244884
2019-09;Bourgogne-Franche-Comté;Energie produite;0,270280231
2019-10;Bourgogne-Franche-Comté;Energie produite;0,332518415
2019-11;Bourgogne-Franche-Comté;Energie produite;0,417106441
2019-12;Bourgogne-Franche-Comté;Energie produite;0,553000047
2020-01;Bourgogne-Franche-Comté;Energie produite;0,464692724
2020-02;Bourgogne-Franche-Comté;Energie produite;0,577143932
2020-03;Bourgogne-Franche-Comté;Energie produite;0,511584594
2020-04;Bourgogne-Franche-Comté;Energie produite;0,247834391
2020-05;Bourgogne-Franche-Comté;Energie produite;0,294208431
2020-06;Bourgogne-Franche-Comté;Energie produite;0,251799145
2020-07;Bourgogne-Franche-Comté;Energie produite;0,223670666
2020-08;Bourgogne-Franche-Comté;Energie produite;0,191774001
2020-09;Bourgogne-Franche-Comté;Energie produite;0,256307558
2020-10;Bourgogne-Franche-Comté;Energie produite;0,353835836
2020-11;Bourgogne-Franche-Comté;Energie produite;0,35205122
2020-12;Bourgogne-Franche-Comté;Energie produite;0,439519348
2021-01;Bourgogne-Franche-Comté;Energie produite;0,527095794
2021-02;Bourgogne-Franche-Comté;Energie produite;0,505490712
2021-03;Bourgogne-Franche-Comté;Energie produite;0,406871556
2021-04;Bourgogne-Franche-Comté;Energie produite;0,327742839
2021-05;Bourgogne-Franche-Comté;Energie produite;0,433173758
2021-06;Bourgogne-Franche-Comté;Energie produite;0,225880293
2021-07;Bourgogne-Franche-Comté;Energie produite;0,339175864
2021-08;Bourgogne-Franche-Comté;Energie produite;0,259515032
2021-09;Bourgogne-Franche-Comté;Energie produite;0,247293789
2021-10;Bourgogne-Franche-Comté;Energie produite;0,331412111
2021-11;Bourgogne-Franche-Comté;Energie produite;0,344131636
2021-12;Bourgogne-Franche-Comté;Energie produite;0,514580638
2022-01;Bourgogne-Franche-Comté;Energie produite;0,455438321
2022-02;Bourgogne-Franche-Comté;Energie produite;0,547374033
2022-03;Bourgogne-Franche-Comté;Energie produite;0,415000081
2022-04;Bourgogne-Franche-Comté;Energie produite;0,359040931
2022-05;Bourgogne-Franche-Comté;Energie produite;0,297578725
2022-06;Bourgogne-Franche-Comté;Energie produite;0,237251655
2022-07;Bourgogne-Franche-Comté;Energie produite;0,270339174
2022-08;Bourgogne-Franche-Comté;Energie produite;0,269712909
2022-09;Bourgogne-Franche-Comté;Energie produite;0,278388273
2022-10;Bourgogne-Franche-Comté;Energie produite;0,402114665
2022-11;Bourgogne-Franche-Comté;Energie produite;0,486069754
2022-12;Bourgogne-Franche-Comté;Energie produite;0,522733129
2023-01;Bourgogne-Franche-Comté;Energie produite;0,61254601
2023-02;Bourgogne-Franche-Comté;Energie produite;0,406517522
2023-03;Bourgogne-Franche-Comté;Energie produite;0,546484506
2023-04;Bourgogne-Franche-Comté;Energie produite;0,407407902
2023-05;Bourgogne-Franche-Comté;Energie produite;0,411293706
2023-06;Bourgogne-Franche-Comté;Energie produite;0,293804149
2023-07;Bourgogne-Franche-Comté;Energie produite;0,33963436
2023-08;Bourgogne-Franche-Comté;Energie produite;0,329348655
2023-09;Bourgogne-Franche-Comté;Energie produite;0,309689043
2023-10;Bourgogne-Franche-Comté;Energie produite;0,445074816
2023-11;Bourgogne-Franche-Comté;Energie produite;0,634256416
2023-12;Bourgogne-Franche-Comté;Energie produite;0,693184883
2024-01;Bourgogne-Franche-Comté;Energie produite;0,598733296
2024-02;Bourgogne-Franche-Comté;Energie produite;0,538295712
2024-03;Bourgogne-Franche-Comté;Energie produite;0,540017207
2024-04;Bourgogne-Franche-Comté;Energie produite;0,454161471
2024-05;Bourgogne-Franche-Comté;Energie produite;0,407291037
2024-06;Bourgogne-Franche-Comté;Energie produite;0,381815985
2024-07;Bourgogne-Franche-Comté;Energie produite;0,348971966
2024-08;Bourgogne-Franche-Comté;Energie produite;0,32829467
2024-09;Bourgogne-Franche-Comté;Energie produite;0,437004268
2024-10;Bourgogne-Franche-Comté;Energie produite;0,42778128
2024-11;Bourgogne-Franche-Comté;Energie produite;0,432430163
2024-12;Bourgogne-Franche-Comté;Energie produite;0,514544846
2025-01;Bourgogne-Franche-Comté;Energie produite;0,596489331
2025-02;Bourgogne-Franche-Comté;Energie produite;0,427497544
2025-03;Bourgogne-Franche-Comté;Energie produite;0,493727756
2025-04;Bourgogne-Franche-Comté;Energie produite;0,394794188
2025-05;Bourgogne-Franche-Comté;Energie produite;0,373073297
2025-06;Bourgogne-Franche-Comté;Energie produite;0,391621556
2025-07;Bourgogne-Franche-Comté;Energie produite;0,398329601
2025-08;Bourgogne-Franche-Comté;Energie produite;0,377228538
2025-09;Bourgogne-Franche-Comté;Energie produite;0,3908817
2025-10;Bourgogne-Franche-Comté;Energie produite;0,52921164
2014-01;Normandie;Autre;-4,24E-19
2014-02;Normandie;Autre;2,09E-18
2014-03;Normandie;Autre;3,52E-19
2014-04;Normandie;Autre;3,61E-19
2014-05;Normandie;Autre;-1,07E-18
2014-06;Normandie;Autre;-7,61E-20
2014-07;Normandie;Autre;-8,36E-19
2014-08;Normandie;Autre;-5,51E-19
2014-09;Normandie;Autre;-3,18E-20
2014-10;Normandie;Autre;-3,63E-19
2014-11;Normandie;Autre;5,16E-20
2014-12;Normandie;Autre;-6,18E-19
2015-01;Normandie;Autre;3,08E-20
2015-02;Normandie;Autre;-1,20E-19
2015-03;Normandie;Autre;-5,67E-19
2015-04;Normandie;Autre;-3,81E-19
2015-05;Normandie;Autre;-6,86E-19
2015-06;Normandie;Autre;-2,50E-19
2015-07;Normandie;Autre;9,54E-20
2015-08;Normandie;Autre;1,17E-19
2015-09;Normandie;Autre;1,73E-19
2015-10;Normandie;Autre;1,28E-20
2015-11;Normandie;Autre;1,58E-18
2015-12;Normandie;Autre;-4,66E-19
2016-01;Normandie;Autre;-1,85E-19
2016-02;Normandie;Autre;2,05E-18
2016-03;Normandie;Autre;-3,51E-18
2016-04;Normandie;Autre;-6,04E-19
2016-05;Normandie;Autre;1,73E-18
2016-06;Normandie;Autre;9,59E-20
2016-07;Normandie;Autre;3,16E-19
2016-08;Normandie;Autre;7,62E-19
2016-09;Normandie;Autre;-8,55E-19
2016-10;Normandie;Autre;-7,25E-20
2016-11;Normandie;Autre;-1,68E-18
2016-12;Normandie;Autre;-5,74E-19
2017-01;Normandie;Autre;-1,76E-19
2017-02;Normandie;Autre;-7,48E-19
2017-03;Normandie;Autre;4,11E-18
2017-04;Normandie;Autre;-8,82E-20
2017-05;Normandie;Autre;3,20E-19
2017-06;Normandie;Autre;1,54E-18
2017-07;Normandie;Autre;1,29E-18
2017-08;Normandie;Autre;-8,71E-19
2017-09;Normandie;Autre;-9,09E-19
2017-10;Normandie;Autre;4,82E-19
2017-11;Normandie;Autre;-1,69E-18
2017-12;Normandie;Autre;2,94E-18
2018-01;Normandie;Autre;0,000144491
2018-02;Normandie;Autre;0,000130508
2018-03;Normandie;Autre;0,000144483
2018-04;Normandie;Autre;0,00013983
2018-05;Normandie;Autre;0,000144491
2018-06;Normandie;Autre;0,00013983
2018-07;Normandie;Autre;0,000144491
2018-08;Normandie;Autre;0,000144491
2018-09;Normandie;Autre;0,00013983
2018-10;Normandie;Autre;0,000144499
2018-11;Normandie;Autre;0,00013983
2018-12;Normandie;Autre;0,000144491
2019-01;Normandie;Autre;0,000187891
2019-02;Normandie;Autre;0,000169708
2019-03;Normandie;Autre;0,000187886
2019-04;Normandie;Autre;0,00018183
2019-05;Normandie;Autre;0,000187891
2019-06;Normandie;Autre;0,00018183
2019-07;Normandie;Autre;0,000216473
2019-08;Normandie;Autre;0,000187891
2019-09;Normandie;Autre;0,00018183
2019-10;Normandie;Autre;0,000187895
2019-11;Normandie;Autre;0,00018183
2019-12;Normandie;Autre;0,000203422
2020-01;Normandie;Autre;0,000316355
2020-02;Normandie;Autre;0,000169708
2020-03;Normandie;Autre;0,000187886
2020-04;Normandie;Autre;0,00018183
2020-05;Normandie;Autre;0,000187891
2020-06;Normandie;Autre;0,00018183
2020-07;Normandie;Autre;0,000187891
2020-08;Normandie;Autre;0,000319672
2020-09;Normandie;Autre;0,00020304
2020-10;Normandie;Autre;0,000187895
2020-11;Normandie;Autre;0,00018183
2020-12;Normandie;Autre;0,000187891
2021-01;Normandie;Autre;0,000187891
2021-02;Normandie;Autre;0,000169708
2021-03;Normandie;Autre;0,000187886
2021-04;Normandie;Autre;0,00018183
2021-05;Normandie;Autre;0,000187891
2021-06;Normandie;Autre;0,00018183
2021-07;Normandie;Autre;0,000187891
2021-08;Normandie;Autre;0,000187891
2021-09;Normandie;Autre;0,00018183
2021-10;Normandie;Autre;0,000187895
2021-11;Normandie;Autre;0,00018183
2021-12;Normandie;Autre;0,000187891
2022-01;Normandie;Autre;0,000187891
2022-02;Normandie;Autre;0,000169711
2022-03;Normandie;Autre;0,000188184
2022-04;Normandie;Autre;0,000182654
2022-05;Normandie;Autre;0,00018815
2022-06;Normandie;Autre;0,000182206
2022-07;Normandie;Autre;0,000188324
2022-08;Normandie;Autre;0,000188476
2022-09;Normandie;Autre;0,000182372
2022-10;Normandie;Autre;0,000182179
2022-11;Normandie;Autre;0,000182034
2022-12;Normandie;Autre;0,00018193
2023-01;Normandie;Autre;0,000181851
2023-02;Normandie;Autre;0,000181865
2023-03;Normandie;Autre;0,000181955
2023-04;Normandie;Autre;0,000181941
2023-05;Normandie;Autre;0,000182059
2023-06;Normandie;Autre;0,000182308
2023-07;Normandie;Autre;0,000182398
2023-08;Normandie;Autre;0,000182279
2023-09;Normandie;Autre;0,000182348
2023-10;Normandie;Autre;0,000182347
2023-11;Normandie;Autre;0,000182175
2023-12;Normandie;Autre;0,000181926
2024-01;Normandie;Autre;0,000181885
2024-02;Normandie;Autre;0,000181954
2024-03;Normandie;Autre;0,00018193
2024-04;Normandie;Autre;0,000182159
2024-05;Normandie;Autre;0,00018221
2024-06;Normandie;Autre;0,00018227
2024-07;Normandie;Autre;0,000182761
2024-08;Normandie;Autre;0,000182822
2024-09;Normandie;Autre;0,000186809
2024-10;Normandie;Autre;0,000185569
2024-11;Normandie;Autre;0,000183509
2024-12;Normandie;Autre;0,000183349
2025-01;Normandie;Autre;0,000183326
2025-02;Normandie;Autre;0,000183371
2025-03;Normandie;Autre;0,000183479
2025-04;Normandie;Autre;0,000183763
2025-05;Normandie;Autre;0,000184303
2025-06;Normandie;Autre;0,000184832
2025-07;Normandie;Autre;0,000184479
2025-08;Normandie;Autre;0,000184693
2025-09;Normandie;Autre;0,000185029
2025-10;Normandie;Autre;0,000185029
2014-01;Normandie;Solaire;0,002868394
2014-02;Normandie;Solaire;0,005522362
2014-03;Normandie;Solaire;0,01017179
2014-04;Normandie;Solaire;0,011269553
2014-05;Normandie;Solaire;0,013106888
2014-06;Normandie;Solaire;0,015497558
2014-07;Normandie;Solaire;0,014749588
2014-08;Normandie;Solaire;0,012933017
2014-09;Normandie;Solaire;0,012371898
2014-10;Normandie;Solaire;0,007327414
2014-11;Normandie;Solaire;0,004009807
2014-12;Normandie;Solaire;0,002637927
2015-01;Normandie;Solaire;0,003428746
2015-02;Normandie;Solaire;0,005538952
2015-03;Normandie;Solaire;0,00923619
2015-04;Normandie;Solaire;0,014202023
2015-05;Normandie;Solaire;0,014176826
2015-06;Normandie;Solaire;0,01789975
2015-07;Normandie;Solaire;0,014886046
2015-08;Normandie;Solaire;0,01387972
2015-09;Normandie;Solaire;0,012601046
2015-10;Normandie;Solaire;0,00783408
2015-11;Normandie;Solaire;0,004502049
2015-12;Normandie;Solaire;0,003397746
2016-01;Normandie;Solaire;0,003419199
2016-02;Normandie;Solaire;0,006034481
2016-03;Normandie;Solaire;0,009896457
2016-04;Normandie;Solaire;0,013005518
2016-05;Normandie;Solaire;0,015029159
2016-06;Normandie;Solaire;0,012585397
2016-07;Normandie;Solaire;0,016803446
2016-08;Normandie;Solaire;0,016155571
2016-09;Normandie;Solaire;0,010928411
2016-10;Normandie;Solaire;0,012264776
2016-11;Normandie;Solaire;0,0048842
2016-12;Normandie;Solaire;0,004493477
2017-01;Normandie;Solaire;0,004603022
2017-02;Normandie;Solaire;0,004966997
2017-03;Normandie;Solaire;0,009067337
2017-04;Normandie;Solaire;0,01587103
2017-05;Normandie;Solaire;0,016510147
2017-06;Normandie;Solaire;0,018747543
2017-07;Normandie;Solaire;0,016278611
2017-08;Normandie;Solaire;0,015102187
2017-09;Normandie;Solaire;0,011280784
2017-10;Normandie;Solaire;0,008578518
2017-11;Normandie;Solaire;0,004998467
2017-12;Normandie;Solaire;0,002846294
2018-01;Normandie;Solaire;0,002126208
2018-02;Normandie;Solaire;0,008165332
2018-03;Normandie;Solaire;0,008405142
2018-04;Normandie;Solaire;0,013683048
2018-05;Normandie;Solaire;0,0200271
2018-06;Normandie;Solaire;0,01860102
2018-07;Normandie;Solaire;0,021055401
2018-08;Normandie;Solaire;0,018214264
2018-09;Normandie;Solaire;0,016704926
2018-10;Normandie;Solaire;0,013081576
2018-11;Normandie;Solaire;0,007848439
2018-12;Normandie;Solaire;0,002083474
2019-01;Normandie;Solaire;0,004594913
2019-02;Normandie;Solaire;0,010428984
2019-03;Normandie;Solaire;0,013663544
2019-04;Normandie;Solaire;0,017605709
2019-05;Normandie;Solaire;0,021493044
2019-06;Normandie;Solaire;0,022144865
2019-07;Normandie;Solaire;0,024859632
2019-08;Normandie;Solaire;0,022473911
2019-09;Normandie;Solaire;0,017834885
2019-10;Normandie;Solaire;0,010932835
2019-11;Normandie;Solaire;0,007138372
2019-12;Normandie;Solaire;0,006722729
2020-01;Normandie;Solaire;0,006299825
2020-02;Normandie;Solaire;0,008958815
2020-03;Normandie;Solaire;0,01557819
2020-04;Normandie;Solaire;0,022170001
2020-05;Normandie;Solaire;0,028278594
2020-06;Normandie;Solaire;0,02425089
2020-07;Normandie;Solaire;0,02754516
2020-08;Normandie;Solaire;0,023598683
2020-09;Normandie;Solaire;0,019790194
2020-10;Normandie;Solaire;0,011701798
2020-11;Normandie;Solaire;0,008528572
2020-12;Normandie;Solaire;0,005197598
2021-01;Normandie;Solaire;0,004985837
2021-02;Normandie;Solaire;0,009070548
2021-03;Normandie;Solaire;0,018456678
2021-04;Normandie;Solaire;0,025797386
2021-05;Normandie;Solaire;0,026988096
2021-06;Normandie;Solaire;0,025497921
2021-07;Normandie;Solaire;0,026164569
2021-08;Normandie;Solaire;0,024367896
2021-09;Normandie;Solaire;0,02254782
2021-10;Normandie;Solaire;0,01684342
2021-11;Normandie;Solaire;0,010210972
2021-12;Normandie;Solaire;0,005455252
2022-01;Normandie;Solaire;0,007584427
2022-02;Normandie;Solaire;0,013143779
2022-03;Normandie;Solaire;0,024011147
2022-04;Normandie;Solaire;0,031354796
2022-05;Normandie;Solaire;0,037268586
2022-06;Normandie;Solaire;0,037318954
2022-07;Normandie;Solaire;0,040978384
2022-08;Normandie;Solaire;0,036642297
2022-09;Normandie;Solaire;0,024889552
2022-10;Normandie;Solaire;0,019145819
2022-11;Normandie;Solaire;0,011207817
2022-12;Normandie;Solaire;0,004879244
2023-01;Normandie;Solaire;0,007467499
2023-02;Normandie;Solaire;0,015945839
2023-03;Normandie;Solaire;0,021754066
2023-04;Normandie;Solaire;0,03315662
2023-05;Normandie;Solaire;0,043378153
2023-06;Normandie;Solaire;0,048370671
2023-07;Normandie;Solaire;0,040754309
2023-08;Normandie;Solaire;0,03765191
2023-09;Normandie;Solaire;0,03320541
2023-10;Normandie;Solaire;0,024638847
2023-11;Normandie;Solaire;0,011969074
2023-12;Normandie;Solaire;0,008370569
2024-01;Normandie;Solaire;0,010884947
2024-02;Normandie;Solaire;0,011963881
2024-03;Normandie;Solaire;0,02870148
2024-04;Normandie;Solaire;0,037170745
2024-05;Normandie;Solaire;0,046435472
2024-06;Normandie;Solaire;0,052666208
2024-07;Normandie;Solaire;0,051006458
2024-08;Normandie;Solaire;0,050715741
2024-09;Normandie;Solaire;0,036753432
2024-10;Normandie;Solaire;0,027253536
2024-11;Normandie;Solaire;0,012173941
2024-12;Normandie;Solaire;0,00802655
2025-01;Normandie;Solaire;0,009638316
2025-02;Normandie;Solaire;0,018423107
2025-03;Normandie;Solaire;0,039994217
2025-04;Normandie;Solaire;0,056824951
2025-05;Normandie;Solaire;0,061566543
2025-06;Normandie;Solaire;0,066484519
2025-07;Normandie;Solaire;0,068743931
2025-08;Normandie;Solaire;0,068491297
2025-09;Normandie;Solaire;0,051394084
2025-10;Normandie;Solaire;0,03522192
2014-01;Normandie;Hydraulique;0,016013399
2014-02;Normandie;Hydraulique;0,015164462
2014-03;Normandie;Hydraulique;0,01614572
2014-04;Normandie;Hydraulique;0,01533058
2014-05;Normandie;Hydraulique;0,016877079
2014-06;Normandie;Hydraulique;0,01143083
2014-07;Normandie;Hydraulique;0,010304986
2014-08;Normandie;Hydraulique;0,013921962
2014-09;Normandie;Hydraulique;0,010113274
2014-10;Normandie;Hydraulique;0,011084344
2014-11;Normandie;Hydraulique;0,009502733
2014-12;Normandie;Hydraulique;0,009668054
2015-01;Normandie;Hydraulique;0,010778881
2015-02;Normandie;Hydraulique;0,012519791
2015-03;Normandie;Hydraulique;0,014099042
2015-04;Normandie;Hydraulique;0,011787821
2015-05;Normandie;Hydraulique;0,00974561
2015-06;Normandie;Hydraulique;0,010111741
2015-07;Normandie;Hydraulique;0,008037968
2015-08;Normandie;Hydraulique;0,008287191
2015-09;Normandie;Hydraulique;0,008868412
2015-10;Normandie;Hydraulique;0,007482287
2015-11;Normandie;Hydraulique;0,006318954
2015-12;Normandie;Hydraulique;0,008967453
2016-01;Normandie;Hydraulique;0,014263808
2016-02;Normandie;Hydraulique;0,014068388
2016-03;Normandie;Hydraulique;0,014740204
2016-04;Normandie;Hydraulique;0,013724728
2016-05;Normandie;Hydraulique;0,011560431
2016-06;Normandie;Hydraulique;0,003612104
2016-07;Normandie;Hydraulique;0,009439893
2016-08;Normandie;Hydraulique;0,009640732
2016-09;Normandie;Hydraulique;0,009985739
2016-10;Normandie;Hydraulique;0,010009283
2016-11;Normandie;Hydraulique;0,00942054
2016-12;Normandie;Hydraulique;0,010555864
2017-01;Normandie;Hydraulique;0,011929885
2017-02;Normandie;Hydraulique;0,012830877
2017-03;Normandie;Hydraulique;0,013097802
2017-04;Normandie;Hydraulique;0,011633284
2017-05;Normandie;Hydraulique;0,011260716
2017-06;Normandie;Hydraulique;0,007572186
2017-07;Normandie;Hydraulique;0,007120617
2017-08;Normandie;Hydraulique;0,007139671
2017-09;Normandie;Hydraulique;0,009054835
2017-10;Normandie;Hydraulique;0,009863953
2017-11;Normandie;Hydraulique;0,010569597
2017-12;Normandie;Hydraulique;0,013903686
2018-01;Normandie;Hydraulique;0,011781323
2018-02;Normandie;Hydraulique;0,009909805
2018-03;Normandie;Hydraulique;0,011147218
